income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,client_segment,sect_empl,prev_stay,prev_all_in_stay,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,gender,shop_am,shop_use,retired,gold_status,outcome_profit,outcome_damage_inc,outcome_damage_amount
1148.0,79.0,1878.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,5.0,True,5.0,0.0,28802.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,350.0,0.0,0.0,0.0,86.0,0,0.0,0.0,0.0,0.0,1694.48,0,0.0
1480.0,0.0,3819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False,0.0,0.0,35505.0,79.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,243.0,0.0,0.0,0.0,3.0,0,0.0,0.0,1.0,0.0,2852.01,0,0.0
257.0,0.0,9757.0,1884.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,5.0,1.0,30895.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,270.0,0.0,2.0,0.0,4.0,1,0.0,0.0,0.0,0.0,3692.95,1,400.19
980.0,280.0,1814.0,0.0,0.0,750.0,0.0,0.0,0.0,1.0,0.0,6.0,True,5.0,0.0,29429.0,22.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,254.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,1953.79,0,0.0
577.0,128.0,1690.0,1075.0,3.0,6000.0,0.0,0.0,1.0,0.0,0.0,3.0,True,4.0,1.0,31060.0,31.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,417.0,0.0,0.0,0.0,58.0,1,0.0,0.0,0.0,0.0,2822.35,1,898.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,7.0,0.0,27407.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,271.0,1.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1344.72,1,298.15
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,5.0,0.0,31990.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,350.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1410.55,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,False,2.0,0.0,38394.0,83.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,242.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,1324.4,0,0.0
1814.0,246.0,2610.0,0.0,2.0,11000.0,0.0,0.0,1.0,1.0,0.0,8.0,True,7.0,1.0,52666.0,40.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,546.0,0.0,0.0,0.0,44.0,1,3667.808726446357,1.0,0.0,0.0,1567.26,0,0.0
1637.0,479.0,2935.0,0.0,0.0,5000.0,0.0,0.0,1.0,1.0,1.0,3.0,True,22.0,0.0,28217.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,342.0,0.0,0.0,0.0,61.0,1,1033.9096987197304,1.0,0.0,0.0,1130.12,0,0.0
682.0,148.0,1716.0,0.0,0.0,750.0,0.0,0.0,1.0,0.0,0.0,4.0,True,2.0,0.0,37365.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,227.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,2042.24,0,0.0
227.0,1562.0,3124.0,849.0,2.0,14000.0,0.0,0.0,0.0,1.0,0.0,2.0,True,7.0,1.0,29094.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,498.0,0.0,2.0,1810.0,4.0,1,0.0,0.0,0.0,0.0,2805.15,0,0.0
876.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,5.0,0.0,33737.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,395.0,0.0,0.0,0.0,4.0,1,3198.559810472969,1.0,0.0,0.0,2271.39,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,3.0,0.0,40900.0,78.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,392.0,0.0,0.0,0.0,31.0,1,0.0,0.0,1.0,0.0,1055.05,0,0.0
4221.0,1438.0,1877.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,True,9.0,0.0,41058.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,2125.52,0,0.0
778.0,57.0,2650.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,False,7.0,0.0,34128.0,62.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,124.0,0.0,0.0,0.0,4.0,1,0.0,0.0,1.0,0.0,2015.78,0,0.0
229.0,810.5,1621.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,True,6.0,0.0,26712.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,283.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,2404.4,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,False,7.0,0.0,35677.0,54.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,475.0,0.0,1.0,1682.0,4.0,1,0.0,0.0,0.0,0.0,1508.8,1,1236.95
979.0,0.0,2258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,0.0,0.0,39738.0,49.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,317.0,0.0,0.0,0.0,3.0,0,3431.903927464492,1.0,0.0,0.0,3512.52,0,0.0
229.0,0.0,1645.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,True,2.0,0.0,25841.0,51.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,168.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,949.05,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,5.0,0.0,29702.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,183.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,2549.75,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,True,4.0,0.0,31081.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,271.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,1022.26,1,369.62
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,5.0,0.0,36028.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,369.0,0.0,0.0,0.0,13.0,0,0.0,0.0,0.0,0.0,1841.01,0,0.0
227.0,0.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,0.0,0.0,26174.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,271.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,3863.28,0,0.0
2783.0,399.0,3047.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,8.0,True,7.0,0.0,31122.0,69.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,659.0,0.0,1.0,0.0,73.0,0,0.0,0.0,1.0,0.0,979.61,1,985.93
556.0,93.0,1721.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,7.0,False,4.0,0.0,28658.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,350.0,0.0,0.0,0.0,34.0,1,0.0,0.0,0.0,0.0,1319.23,0,0.0
951.0,304.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,True,6.0,0.0,44045.0,66.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,349.0,0.0,0.0,0.0,3.0,0,0.0,0.0,1.0,0.0,1450.13,1,1015.59
238.0,3.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,True,4.0,0.0,27386.0,48.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,1784.74,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,True,3.0,0.0,24737.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1017.69,0,0.0
3259.0,1210.0,2189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False,1.0,1.0,33902.0,56.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,324.0,0.0,0.0,0.0,41.0,0,0.0,0.0,0.0,0.0,736.93,0,0.0
405.0,0.0,1632.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,10.0,True,2.0,0.0,27191.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,1502.51,0,0.0
3675.0,3922.5,7845.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,False,2.0,1.0,28075.0,69.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,671.0,0.0,0.0,0.0,54.0,0,0.0,0.0,1.0,0.0,780.85,0,0.0
3469.0,0.0,7350.0,344.0,1.0,8000.0,0.0,1.0,1.0,1.0,0.0,14.0,True,19.0,0.0,31745.0,38.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,504.0,0.0,0.0,0.0,47.0,0,924.7958185525432,1.0,0.0,0.0,2105.81,1,1078.73
12464.0,3566.0,7793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,4.0,0.0,32220.0,42.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,59.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,1.0,4442.22,0,0.0
353.0,17.0,3027.0,0.0,0.0,7000.0,0.0,0.0,1.0,1.0,0.0,4.0,True,36.0,0.0,39027.0,28.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,31.0,0.0,0.0,0.0,76.0,0,0.0,0.0,0.0,0.0,575.65,1,596.86
1448.0,983.5,1967.0,0.0,0.0,3500.0,0.0,0.0,1.0,0.0,0.0,5.0,True,6.0,0.0,32183.0,22.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,288.0,0.0,0.0,0.0,44.0,1,0.0,0.0,0.0,0.0,1278.59,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,True,2.0,0.0,27701.0,40.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,498.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,2790.11,0,0.0
4294.0,3438.0,3438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,True,6.0,1.0,34021.0,41.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,305.0,0.0,0.0,0.0,25.0,1,0.0,0.0,0.0,0.0,689.5,1,690.26
2770.0,237.0,3076.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,1.0,5.0,True,8.0,1.0,37460.0,44.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,563.0,0.0,0.0,0.0,107.0,0,1042.6615106937586,1.0,0.0,0.0,1728.12,1,700.1
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,True,8.0,0.0,29468.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,145.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0.0,2118.35,0,0.0
269.0,17.0,1649.0,0.0,0.0,750.0,0.0,0.0,1.0,1.0,0.0,8.0,True,8.0,0.0,29739.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,994.0,1,1502.15
3296.0,532.0,17812.0,189.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,True,1.0,1.0,31013.0,46.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,1.0,587.0,0.0,0.0,0.0,93.0,0,0.0,0.0,0.0,0.0,1993.89,0,0.0
469.0,0.0,4606.0,0.0,0.0,12000.0,0.0,0.0,1.0,0.0,0.0,8.0,True,21.0,1.0,28636.0,37.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,355.0,0.0,2.0,0.0,45.0,1,0.0,0.0,0.0,0.0,711.44,1,517.58
1963.0,654.0,1917.0,0.0,0.0,4000.0,0.0,0.0,1.0,0.0,0.0,8.0,True,7.0,0.0,38214.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,103.0,0.0,0.0,0.0,29.0,0,0.0,0.0,0.0,0.0,1258.3,1,1361.52
504.0,0.0,1713.0,0.0,0.0,3000.0,0.0,0.0,1.0,1.0,0.0,6.0,False,7.0,0.0,41319.0,38.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,415.0,0.0,0.0,0.0,13.0,0,0.0,0.0,0.0,0.0,1316.06,1,566.56
989.0,1215.5,2431.0,0.0,0.0,4500.0,1.0,0.0,1.0,1.0,0.0,9.0,False,2.0,1.0,29858.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,249.0,0.0,1.0,0.0,62.0,1,0.0,0.0,0.0,0.0,1291.45,0,0.0
311.0,1268.0,2536.0,0.0,0.0,11000.0,0.0,0.0,1.0,0.0,0.0,9.0,True,8.0,0.0,22373.0,42.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,283.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,1362.8,0,0.0
228.0,0.0,1652.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,False,7.0,0.0,31990.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,144.0,0.0,0.0,0.0,54.0,1,0.0,0.0,0.0,0.0,1147.64,0,0.0
3078.0,287.0,4706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,True,0.0,0.0,43432.0,59.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,346.0,0.0,0.0,0.0,3.0,0,8173.064062126503,1.0,0.0,0.0,8016.15,1,1070.6
2900.0,953.0,2545.0,0.0,0.0,4500.0,0.0,0.0,1.0,0.0,0.0,10.0,True,5.0,0.0,36895.0,45.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,333.0,0.0,0.0,0.0,57.0,0,2001.408323973135,1.0,0.0,0.0,1172.12,1,432.56
238.0,0.0,1873.0,35.0,1.0,1500.0,0.0,0.0,1.0,1.0,0.0,5.0,True,6.0,0.0,43863.0,49.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,671.0,0.0,2.0,586.0,77.0,1,0.0,0.0,0.0,0.0,1674.47,1,1244.88
9867.0,2423.0,4294.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,True,3.0,0.0,27595.0,51.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,232.0,0.0,0.0,0.0,38.0,1,0.0,0.0,0.0,0.0,1208.59,0,0.0
1455.0,377.0,2150.0,0.0,0.0,4000.0,0.0,0.0,0.0,1.0,0.0,3.0,False,5.0,1.0,26359.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,390.0,0.0,0.0,0.0,97.0,1,0.0,0.0,1.0,0.0,679.95,0,0.0
1146.0,119.0,1578.0,612.0,2.0,7000.0,1.0,0.0,1.0,1.0,0.0,7.0,True,2.0,1.0,31990.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,312.0,0.0,2.0,59.0,50.0,1,0.0,0.0,0.0,1.0,1841.22,0,0.0
535.0,84.0,4667.0,699.0,1.0,6500.0,0.0,0.0,1.0,1.0,0.0,13.0,False,5.0,1.0,30448.0,55.0,1.0,1.0,0.0,0.0,4.0,6.0,1.0,1.0,2.0,0.0,382.0,1.0,1.0,0.0,26.0,1,0.0,0.0,0.0,0.0,1402.27,0,0.0
227.0,810.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,True,4.0,0.0,38702.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1040.86,0,0.0
758.0,192.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,True,5.0,1.0,33384.0,76.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,390.0,0.0,0.0,0.0,2.0,0,0.0,0.0,1.0,0.0,2273.35,1,1031.54
5242.0,2075.0,2484.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,12.0,True,1.0,0.0,31122.0,65.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,324.0,0.0,0.0,0.0,46.0,0,0.0,0.0,1.0,0.0,714.24,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,True,1.0,0.0,36249.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,271.0,0.0,0.0,0.0,4.0,0,0.0,0.0,0.0,0.0,2919.67,0,0.0
1549.0,974.5,1949.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,6.0,True,1.0,0.0,24657.0,72.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,384.0,0.0,0.0,0.0,33.0,0,0.0,0.0,1.0,0.0,1236.66,0,0.0
2413.0,893.0,2001.0,0.0,0.0,3500.0,0.0,0.0,1.0,0.0,0.0,2.0,True,6.0,0.0,34169.0,53.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,324.0,0.0,0.0,0.0,46.0,1,0.0,0.0,0.0,0.0,1351.28,0,0.0
232.0,810.5,1621.0,35.0,1.0,12000.0,0.0,1.0,0.0,0.0,0.0,9.0,True,8.0,0.0,35533.0,51.0,1.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0,324.0,0.0,0.0,0.0,40.0,1,0.0,0.0,0.0,0.0,1259.54,0,0.0
648.0,131.0,1729.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,8.0,True,2.0,0.0,30022.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,671.0,0.0,3.0,5651.0,99.0,0,13.584902168640724,1.0,1.0,0.0,1720.85,0,0.0
1130.0,4.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,False,5.0,0.0,24249.0,64.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,446.0,0.0,0.0,0.0,3.0,1,0.0,0.0,1.0,0.0,3024.83,0,0.0
227.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,True,4.0,1.0,33635.0,55.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,214.0,0.0,0.0,0.0,25.0,0,0.0,0.0,0.0,0.0,936.49,0,0.0
227.0,980.5,1961.0,1044.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,9.0,0.0,24275.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,148.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1823.22,1,1110.73
227.0,0.0,1820.0,0.0,0.0,10000.0,0.0,0.0,1.0,0.0,0.0,12.0,True,12.0,0.0,28325.0,29.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,77.0,0.0,0.0,0.0,7.0,0,0.0,0.0,0.0,0.0,933.85,1,941.61
227.0,0.0,1620.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,3.0,False,3.0,0.0,41724.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,115.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,2324.42,0,0.0
657.0,0.0,1927.0,1184.0,5.0,2500.0,0.0,0.0,1.0,1.0,0.0,8.0,False,6.0,1.0,44503.0,34.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,97.0,0.0,0.0,0.0,78.0,0,0.0,0.0,0.0,0.0,2318.98,1,609.29
6845.0,2638.0,2765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,3.0,0.0,31990.0,62.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,0.0,0.0,4.0,0,0.0,0.0,1.0,0.0,1987.04,1,1411.72
673.0,127.0,3016.0,0.0,0.0,3000.0,1.0,0.0,1.0,0.0,0.0,2.0,True,7.0,1.0,25499.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,85.0,0.0,0.0,0.0,20.0,1,0.0,0.0,0.0,0.0,1706.33,1,859.12
321.0,0.0,1662.0,0.0,0.0,750.0,0.0,0.0,1.0,0.0,0.0,3.0,True,3.0,0.0,28407.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,165.0,0.0,0.0,0.0,4.0,1,0.0,0.0,0.0,0.0,1353.14,0,0.0
